,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,dt,return,log_return
0,2022-01-03 05:00:00+00:00,51.87176836566253,51.916102533923464,49.95650320746035,50.23138046264648,57219200,0.0,0.0,0.003968253968253968,,
1,2022-01-04 05:00:00+00:00,49.850101520933485,50.036307060829664,47.82843025962542,48.35158157348633,66993100,0.0,0.0,0.003968253968253968,-1.8797988891601491,-0.03814100792146676
2,2022-01-05 05:00:00+00:00,49.51315561263317,50.045172405887485,49.09640698234645,49.32695007324219,52956400,0.0,0.0,0.003968253968253968,0.9753684997558594,0.019971654022348274
3,2022-01-06 05:00:00+00:00,48.91019994640654,49.32694856394164,48.31611465819966,48.62645721435547,37000400,0.0,0.0,0.003968253968253968,-0.7004928588867188,-0.014302816408903808
4,2022-01-07 05:00:00+00:00,49.08754210715606,49.45108770961052,48.44025376046789,49.40675354003906,27703400,0.0,0.0,0.003968253968253968,0.7802963256835938,0.015919356278368994
5,2022-01-10 05:00:00+00:00,49.39788055465047,49.88556314420266,48.53778691279735,49.86783218383789,34044700,0.0,0.0,0.003968253968253968,0.4610786437988281,0.009289023083119664
6,2022-01-11 05:00:00+00:00,50.320048734457835,50.923002892975745,49.48655487179141,50.266845703125,33576600,0.0,0.0,0.003968253968253968,0.3990135192871094,0.007969579362982492
7,2022-01-12 05:00:00+00:00,49.95650320746035,50.68359439087635,49.56635779129184,50.23138046264648,27608500,0.0,0.0,0.003968253968253968,-0.03546524047852273,-0.0007057884164489892
8,2022-01-13 05:00:00+00:00,50.12497852539163,50.32005294077164,48.96340766194284,49.24715042114258,28117900,0.0,0.0,0.003968253968253968,-0.9842300415038991,-0.01978843374122206
9,2022-01-14 05:00:00+00:00,48.750595033279545,49.10527514537805,48.33384640893583,48.723995208740234,27072500,0.0,0.0,0.003968253968253968,-0.5231552124023438,-0.010679882971977101
10,2022-01-18 05:00:00+00:00,48.32498685899903,48.36932103283226,47.37622133254925,47.97917556762695,35598000,0.0,0.0,0.003968253968253968,-0.7448196411132812,-0.015404549073041523
11,2022-01-19 05:00:00+00:00,47.57128826467618,48.316113768210506,47.39394821479084,47.473751068115234,27300400,0.0,0.0,0.003968253968253968,-0.5054244995117188,-0.010590125226363746
12,2022-01-20 05:00:00+00:00,47.84616531153286,48.34271680774809,47.057005588649616,47.925968170166016,35105300,0.0,0.0,0.003968253968253968,0.45221710205078125,0.0094805413011181
13,2022-01-21 05:00:00+00:00,48.25404855149229,48.6530628733171,46.51612326363378,46.80873489379883,41059000,0.0,0.0,0.003968253968253968,-1.1172332763671875,-0.023587661966876474
14,2022-01-24 05:00:00+00:00,45.88656105269656,46.16143828828956,44.17523589646136,45.70035552978515,59036400,0.0,0.0,0.003968253968253968,-1.108379364013679,-0.023963751022760167
15,2022-01-25 05:00:00+00:00,45.54075633915181,46.85306743210488,45.43435365120439,46.587059020996094,43983200,0.0,0.0,0.003968253968253968,0.8867034912109446,0.019216721637679467
16,2022-01-26 05:00:00+00:00,46.6136616006988,47.544692785813126,46.516124388285554,47.003807067871094,39644800,0.0,0.0,0.003968253968253968,0.416748046875,0.008905800720918122
17,2022-01-27 05:00:00+00:00,47.370113415371925,48.76387881225831,47.35224423497878,47.68281555175781,36957200,0.4,0.0,0.003968253968253968,0.6790084838867188,0.014342472141599965
18,2022-01-28 05:00:00+00:00,48.04019665770341,48.844289398424344,47.44159098946423,48.540523529052734,28590400,0.0,0.0,0.003968253968253968,0.8577079772949219,0.017827913743193303
19,2022-01-31 05:00:00+00:00,48.24568113488441,48.37076198510768,46.807244540921616,47.07527542114258,38644600,0.0,0.0,0.003968253968253968,-1.4652481079101562,-0.03065106054427109
20,2022-02-01 05:00:00+00:00,47.119958111109405,47.49520072577785,46.8072525240209,47.414791107177734,27883300,0.0,0.0,0.003968253968253968,0.33951568603515625,0.007186303484398467
21,2022-02-02 05:00:00+00:00,47.20929765126445,48.361834309395995,46.86085712861954,48.12060546875,32039300,0.0,0.0,0.003968253968253968,0.7058143615722656,0.014776244804815857
22,2022-02-03 05:00:00+00:00,47.6470783279992,48.147401722367945,47.432651581700085,47.691749572753906,22635800,0.0,0.0,0.003968253968253968,-0.42885589599609375,-0.00895205550106817
23,2022-02-04 05:00:00+00:00,47.370114511617224,47.73642419765974,47.02167400638139,47.35224533081055,24932200,0.0,0.0,0.003968253968253968,-0.3395042419433594,-0.007144179625269001
24,2022-02-07 05:00:00+00:00,47.62027701198052,47.87044213920257,46.67323427099002,47.53986740112305,32358500,0.0,0.0,0.003968253968253968,0.1876220703125,0.0039544343445754365
25,2022-02-08 05:00:00+00:00,45.24372693478575,46.280115500608574,44.39495964362624,46.190773010253906,67922000,0.0,0.0,0.003968253968253968,-1.3490943908691406,-0.028788612973112665
26,2022-02-09 05:00:00+00:00,46.137169641618144,46.20864636692093,45.47602697355657,45.98528671264648,38522200,0.0,0.0,0.003968253968253968,-0.20548629760742898,-0.004458568496578497
27,2022-02-10 05:00:00+00:00,45.601107725540075,45.89594069621409,45.02037126253675,45.20799255371094,34200600,0.0,0.0,0.003968253968253968,-0.7772941589355398,-0.017047593636195357
28,2022-02-11 05:00:00+00:00,44.96676412302138,45.77979307199545,44.74340448420215,45.36880874633789,34997800,0.0,0.0,0.003968253968253968,0.16081619262695312,0.0035509392978912073
29,2022-02-14 05:00:00+00:00,44.51110953693028,45.11864804062821,43.31390171001936,44.49324035644531,42973100,0.0,0.0,0.003968253968253968,-0.8755683898925781,-0.01948756138211468
30,2022-02-15 05:00:00+00:00,44.49324303682826,44.70766980736771,43.96611410945825,44.48431015014648,29150000,0.0,0.0,0.003968253968253968,-0.00893020629883523,-0.0002007294261974036
31,2022-02-16 05:00:00+00:00,44.305618682421475,45.36880935040582,44.162668648001755,44.38602828979492,27672600,0.0,0.0,0.003968253968253968,-0.0982818603515554,-0.0022118043465053907
32,2022-02-17 05:00:00+00:00,44.50218080682285,44.63619456067901,43.55513460186186,43.689151763916016,21231700,0.0,0.0,0.003968253968253968,-0.6968765258789062,-0.015824913863441682
33,2022-02-18 05:00:00+00:00,43.58193356226676,44.24307962200373,43.06374094956289,43.35857391357422,26955300,0.0,0.0,0.003968253968253968,-0.3305778503417969,-0.007595360751972697
